,object_id,object_type,text,is_economic_labour_tension,economic_labour_tension_direction,is_political_tension,political_tension_direction,is_service_related_tension,service_related_tension_direction,is_community_insecurity_tension,community_insecurity_tension_direction,topics,matched_features,date,clean_text
2065,111744190659827-c703f6de536b3e1a,facebook_post,مسؤولي القوات لحو هيدا عم يهاجمكن ردوا عليه انا مشغول عم اتسلق,0.0,,1.0,neutral,0.0,,0.0,,['other'],[None],2021-07-06 10:24:17,مسوولي القوات لحو هيدا عم يهاجمكن ردوا عليه انا مشغول عم اتسلق
955,100053742612367-90716569976a5b48,facebook_post,تصرف غير متوقع من دينا الشربيني بعد سؤالها عن عمرو دياب في أحدث ظهور لها,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-07 22:10:45,تصرف غير متوقع من دينا الشربيني بعد سوالها عن عمرو دياب في احدث ظهور لها
1548,100101538090752-a188ef45e4690fd6,facebook_post,"نجاح واكيم يتحدث عن العروض الصينية التي قدمت لرئيس الجمهورية ولم يتم الاستجابة لها لانهم كما قال : ""ما بيسترجوا يزعلوا الاميركان "" !",0.0,,1.0,Neutral,0.0,,0.0,,['other'],[None],2021-07-06 15:12:10,"نجاح واكيم يتحدث عن العروض الصينية التي قدمت لرييس الجمهورية ولم يتم الاستجابة لها لانهم كما قال : ""ما بيسترجوا يزعلوا الاميركان "" !"
340,100045015457889-fd4cbdb092b7e701,facebook_post,هذه الحلقة حول مسيرة القاضي طارق بيطار ؟ ما هي اخر تطورات انفجار مرفأ بيروت؟ الى اين سنصل بملف الاستدعاءات؟ على ماذا ترتكز التحقيقات ؟ وهل نحن مقبلون على مرحلة تصفيات؟ #مرفأ #تفجير #بيروت #تحقيقات #قضاء لمتابعة الحلقة عبر الرابط التالي 👇 https://youtu.be/K2vYiNgJHNI,0.0,,0.0,,0.0,,0.0,,"['beirut', 'beirut port explosion']","[['بيروت'], ['انفجار مرفا بيروت']]",2021-07-06 07:44:26,هذه الحلقة حول مسيرة القاضي طارق بيطار ؟ ما هي اخر تطورات انفجار مرفا بيروت؟ الى اين سنصل بملف الاستدعاءات؟ على ماذا ترتكز التحقيقات ؟ وهل نحن مقبلون على مرحلة تصفيات؟ #مرفا #تفجير #بيروت #تحقيقات #قضاء لمتابعة الحلقة عبر الرابط التالي 👇 https://youtu.be/K2vYiNgJHNI
233,100044310525453-ee22241c2aed8455,facebook_post,…,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-07 11:26:06,...
660,100053742612367-3a19c14afe0afda1,facebook_post,ارتفاع بسعر صرف الدولار في السوق السوداء,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-12 16:47:06,ارتفاع بسعر صرف الدولار في السوق السوداء
106,100044304410046-a53f5f4834ecd235,facebook_post,"#مآساة_لبنانية_جديدة: هادي هدبا خسر والده وتاج رأسه بسبب ""زعماء ورؤساء لبنان الزعران"" لناحية إخفائهم الكهرباء عن مرضى الأوكسجين..😢💔😢 بدأت الانعكاسات المأساوية لأزمة استمرار انقطاع الكهرباء في لبنان والتقنين على المولّدات تظهر على المواطنين حيث كشف أحد المواطنين أنّه خسر والده بسبب استمرار انقطاع الكهرباء.. ونعى الشاب هادي هدبا والده على صفحته على ""فيسبوك"" حيث كتب: ""انتقل إلى رحمة الله تعالى والدي وتاج رأسي نتيجة استمرار انقطاع الكهرباء والوالد رحمه الله كان بحاجة لمكنة (آلة) تنفس بشكل دائم شكراً دولة لبنان الكبير وزعماءنا ورؤساءنا الزعران""..",0.0,,0.0,,1.0,,0.0,,['other'],[None],2021-07-11 13:45:59,"#ماساة_لبنانية_جديدة: هادي هدبا خسر والده وتاج راسه بسبب ""زعماء وروساء لبنان الزعران"" لناحية اخفايهم الكهرباء عن مرضى الاوكسجين..😢💔😢 بدات الانعكاسات الماساوية لازمة استمرار انقطاع الكهرباء في لبنان والتقنين على المولدات تظهر على المواطنين حيث كشف احد المواطنين انه خسر والده بسبب استمرار انقطاع الكهرباء.. ونعى الشاب هادي هدبا والده على صفحته على ""فيسبوك"" حيث كتب: ""انتقل الى رحمة الله تعالى والدي وتاج راسي نتيجة استمرار انقطاع الكهرباء والوالد رحمه الله كان بحاجة لمكنة (الة) تنفس بشكل دايم شكرا دولة لبنان الكبير وزعماءنا وروساءنا الزعران"".."
1050,100053742612367-a9ca7303423fe163,facebook_post,تسعيرة العصر مرتفعة لصرف الدولار في السوق السوداء,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-06 15:06:07,تسعيرة العصر مرتفعة لصرف الدولار في السوق السوداء
239,100044310525453-fffa90e78b6e3fa4,facebook_post,مزرعة,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-01 12:06:28,مزرعة
2172,322181790311-4a47261694369ed3,facebook_post,#عكر من #الفاتيكان: تأكيدات بعدم ترك #لبنان ‏,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-06-29 11:18:59,#عكر من #الفاتيكان: تاكيدات بعدم ترك #لبنان ‏
1781,102993401163821-0fdcc181de6ac8ad,facebook_post,"#عاجل: كارثة لبنانية في تلال غوسطا،، وفاة ٣ أشخاص بسقوط طائرة.. - سقطت طائرة من طراز ""سيسنا"" في جبل غوسطا.. - وافادت المعلومات عن وفاة ثلاثة اشخاص كانوا على متنها، وهم الطيار وشاب وشابة.. - وكشف المعلومات ان ""ضبابا كثيفا في اعالي منطقة غوسطا ادى الى عدم تمكن الطيار من الرؤية بشكل واضح ما تسبب بسقوط الطائرة ومصرع ركابها""..",0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-08 12:47:40,"#عاجل: كارثة لبنانية في تلال غوسطا،، وفاة ٣ اشخاص بسقوط طايرة.. - سقطت طايرة من طراز ""سيسنا"" في جبل غوسطا.. - وافادت المعلومات عن وفاة ثلاثة اشخاص كانوا على متنها، وهم الطيار وشاب وشابة.. - وكشف المعلومات ان ""ضبابا كثيفا في اعالي منطقة غوسطا ادى الى عدم تمكن الطيار من الروية بشكل واضح ما تسبب بسقوط الطايرة ومصرع ركابها"".."
2130,157793912124-3fb8ffa509740078,facebook_post,مدير التطبيقات يرفع الدولار بقوة,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-08 08:44:31,مدير التطبيقات يرفع الدولار بقوة
1145,100053742612367-c31e16baafaa1e60,facebook_post,في بلدة جنوبية: مقتل شابة ( 20 سنة ) بطلقة من مسدس !!,0.0,,0.0,,0.0,,1.0,Neutral,['other'],[None],2021-07-04 19:06:27,في بلدة جنوبية: مقتل شابة ( 20 سنة ) بطلقة من مسدس !!
1264,100053742612367-e717876d483c5980,facebook_post,بالاسماء: اصابات كورونا ترتفع في مدينة صور !,0.0,,0.0,,0.0,,0.0,,['covid / vaccination'],[['كورونا']],2021-07-12 20:56:14,بالاسماء: اصابات كورونا ترتفع في مدينة صور !
1385,100101538090752-1e63f6fb9e260aa3,facebook_post,حدد القاضي #بيطار موعداً لاستجواب رئيس حكومة تصريف الأعمال #حسان_دياب ،كمدعى عليه في قضية انفجار #مرفأ_بيروت أفادت الوكالة الوطنية اللبنانية للإعلام أنّ المحقق العدلي في قضية انفجار مرفأ بيروت القاضي طارق بيطار أطلق مسار الملاحقات القضائية في هذا الملف بعد الانتهاء من مرحلة الاستماع إلى الشهود. وحدد القاضي بيطار موعداً لاستجواب رئيس حكومة تصريف الأعمال حسان دياب، كمدعى عليه في القضية، من دون أن يعلن عن هذا الموعد. ووجه بيطار كتاباً إلى مجلس النواب بواسطة النيابة العامة التمييزية، طلب فيه رفع الحصانة النيابية عن كل من وزير المال السابق علي حسن خليل، وزير الأشغال السابق غازي زعيتر ووزير الداخلية السابق نهاد المشنوق، تمهيداً للادعاء عليهم وملاحقتهم. كما وجه كتابين: الأول إلى نقابة المحامين في بيروت لإعطاء الإذن بملاحقة خليل وزعيتر كونهما محاميين، والثاني إلى نقابة المحامين في طرابلس، لإعطاء الإذن بملاحقة وزير الأشغال السابق المحامي يوسف فنيانوس، وذلك للشروع باستجواب هؤلاء جميعاً بجناية القصد الاحتمالي لجريمة القتل وجنحة الإهمال والتقصير. وطلب المحقق العدلي أيضاً من رئاسة الحكومة، إعطاء الإذن لاستجواب قائد جهاز أمن الدولة اللواء طوني صليبا كمدعى عليه، كما طلب الإذن من وزير الداخلية في حكومة تصريف الأعمال العميد محمد فهمي، للادعاء على المدير العام لجهاز الأمن العام اللواء عباس إبراهيم وملاحقته. في هذا الإطار، وجه القاضي بيطار كتاباً إلى النيابة العامة التمييزية بحسب الصلاحية، طلب فيه إجراء المقتضى القانوني في حق قضاة. وشملت قائمة الملاحقات قادة عسكريين وأمنيين سابقين، إذ ادعى بيطار أيضاً، على قائد الجيش السابق العماد جان قهوجي، ومدير المخابرات السابق في الجيش العميد كميل ضاهر، والعميد السابق في مخابرات الجيش غسان غرز الدين، والعميد السابق في المخابرات جودت عويدات. وحدد المحقق العدلي مواعيد لاستجواب هؤلاء بشكل دوري.,0.0,,0.0,,0.0,,0.0,,"['beirut', 'beirut port explosion', 'north lebanon']","[['بيروت'], ['انفجار مرفا بيروت'], ['طرابلس']]",2021-07-02 13:19:40,حدد القاضي #بيطار موعدا لاستجواب رييس حكومة تصريف الاعمال #حسان_دياب ،كمدعى عليه في قضية انفجار #مرفا_بيروت افادت الوكالة الوطنية اللبنانية للاعلام ان المحقق العدلي في قضية انفجار مرفا بيروت القاضي طارق بيطار اطلق مسار الملاحقات القضايية في هذا الملف بعد الانتهاء من مرحلة الاستماع الى الشهود. وحدد القاضي بيطار موعدا لاستجواب رييس حكومة تصريف الاعمال حسان دياب، كمدعى عليه في القضية، من دون ان يعلن عن هذا الموعد. ووجه بيطار كتابا الى مجلس النواب بواسطة النيابة العامة التمييزية، طلب فيه رفع الحصانة النيابية عن كل من وزير المال السابق علي حسن خليل، وزير الاشغال السابق غازي زعيتر ووزير الداخلية السابق نهاد المشنوق، تمهيدا للادعاء عليهم وملاحقتهم. كما وجه كتابين: الاول الى نقابة المحامين في بيروت لاعطاء الاذن بملاحقة خليل وزعيتر كونهما محاميين، والثاني الى نقابة المحامين في طرابلس، لاعطاء الاذن بملاحقة وزير الاشغال السابق المحامي يوسف فنيانوس، وذلك للشروع باستجواب هولاء جميعا بجناية القصد الاحتمالي لجريمة القتل وجنحة الاهمال والتقصير. وطلب المحقق العدلي ايضا من رياسة الحكومة، اعطاء الاذن لاستجواب قايد جهاز امن الدولة اللواء طوني صليبا كمدعى عليه، كما طلب الاذن من وزير الداخلية في حكومة تصريف الاعمال العميد محمد فهمي، للادعاء على المدير العام لجهاز الامن العام اللواء عباس ابراهيم وملاحقته. في هذا الاطار، وجه القاضي بيطار كتابا الى النيابة العامة التمييزية بحسب الصلاحية، طلب فيه اجراء المقتضى القانوني في حق قضاة. وشملت قايمة الملاحقات قادة عسكريين وامنيين سابقين، اذ ادعى بيطار ايضا، على قايد الجيش السابق العماد جان قهوجي، ومدير المخابرات السابق في الجيش العميد كميل ضاهر، والعميد السابق في مخابرات الجيش غسان غرز الدين، والعميد السابق في المخابرات جودت عويدات. وحدد المحقق العدلي مواعيد لاستجواب هولاء بشكل دوري.
1000,100053742612367-9a2bbf6f2ffb3e59,facebook_post,تقرير اصابات ووفيات كورونا اليوم الاثنين,0.0,,0.0,,0.0,,0.0,,['covid / vaccination'],[['كورونا']],2021-07-12 16:26:19,تقرير اصابات ووفيات كورونا اليوم الاثنين
762,100053742612367-565c95ef205d7b0e,facebook_post,"من قلب الأزمة ... شباب لبنانيون يُبدعون في تحدّي الحلول من ""غوغل""",0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-10 12:58:55,"من قلب الازمة ... شباب لبنانيون يبدعون في تحدي الحلول من ""غوغل"""
1731,100700957973129-5dc5c1a4918ef095,facebook_post,مش حا نخلص من التدخل والاحتلال الايراني ؟؟؟؟,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-11 18:16:49,مش حا نخلص من التدخل والاحتلال الايراني ؟؟؟؟
1058,100053742612367-ab640a1f7ece65b0,facebook_post,بالفيديو: لحظة وقوع الانفجار في دبي,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-07 20:26:43,بالفيديو: لحظة وقوع الانفجار في دبي
321,100045015457889-2cc47fdb7ce765e4,facebook_post,مداخلتي اليوم مع قناة الميادين حول الاوضاع الامنية والاقتصادية والسياسية في مدينة طرابلس، تحدثت حول بعض الارقام المرعبة في المدينة والمسؤولية تقع على عاتق التقاعس السياسي في لبنان.,0.0,,1.0,Increase,0.0,,0.0,,['north lebanon'],[['طرابلس']],2021-06-30 19:26:16,مداخلتي اليوم مع قناة الميادين حول الاوضاع الامنية والاقتصادية والسياسية في مدينة طرابلس، تحدثت حول بعض الارقام المرعبة في المدينة والمسوولية تقع على عاتق التقاعس السياسي في لبنان.
1652,100101538090752-ee010454c7181ea0,facebook_post,ب صيدا، كيلو الهوا ب ١٠٠٠ ليرة,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-06 20:28:23,ب صيدا، كيلو الهوا ب ١٠٠٠ ليرة
1509,100101538090752-8362270127fcdc14,facebook_post,صلاة جماعة عند محطة البنزين مقابل الطابور في بيت ليف,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-09 12:55:48,صلاة جماعة عند محطة البنزين مقابل الطابور في بيت ليف
231,100044310525453-e2f0ff5cea86c669,facebook_post,🙃,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-05 15:07:01,🙃
2023,1620612284744738-7ccedf2387d6fd50,facebook_post,بعد التحذير من طوابير الخبز.. ما جديد الأزمة؟ #جريدة_الأنباء https://anbaaonline.com/news/128040,1.0,increase,0.0,,0.0,,0.0,,['economic collapse'],[['طوابير الخبز']],2021-07-05 08:20:01,بعد التحذير من طوابير الخبز.. ما جديد الازمة؟ #جريدة_الانباء https://anbaaonline.com/news/128040
1597,100101538090752-c687d4e0dbc3fe66,facebook_post,أختي و ولادها بيجوا لعنا أكتر ما بتجي الكهربا🙄 #منشن_لإختك,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-06-30 19:28:04,اختي و ولادها بيجوا لعنا اكتر ما بتجي الكهربا🙄 #منشن_لاختك
2159,215026561877651-5459f042875d1e0a,facebook_post,رسالة حريرية مزدوجة لباسيل وبري! #Lebanon #GebranBassil #Nabihberri #Saadhariri #government #politics,0.0,,1.0,neutral,0.0,,0.0,,['other'],[None],2021-06-30 04:30:36,رسالة حريرية مزدوجة لباسيل وبري! #Lebanon #GebranBassil #Nabihberri #Saadhariri #government #politics
261,100044627645008-3d76896a93524f00,facebook_post,هل تعلم ان النائب غازي زعيتر عضو في اللجنة النيابية التي تحقق في رفع الحصانات عن غازي زعيتر,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-09 17:46:52,هل تعلم ان النايب غازي زعيتر عضو في اللجنة النيابية التي تحقق في رفع الحصانات عن غازي زعيتر
1306,100053742612367-f3236ddd5c235927,facebook_post,"""ليلى"" مفقودة ...وقوى الأمن تعمم صورتها وتطلب مساعدتكم للعثور عليها",0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-06-29 18:27:55,"""ليلى"" مفقودة ...وقوى الامن تعمم صورتها وتطلب مساعدتكم للعثور عليها"
1250,100053742612367-e32f4ec25d6b1a47,facebook_post,بالفيديوهات: سرقة دراجة نارية لمعاون أول في الجيش اللبناني.. ومناشدات لمساعدته,0.0,,0.0,,0.0,,0.0,,"['burglaries', 'lebanese army/security forces']","[['سرقة'], ['الجيش اللبناني']]",2021-06-30 09:52:41,بالفيديوهات: سرقة دراجة نارية لمعاون اول في الجيش اللبناني.. ومناشدات لمساعدته
1285,100053742612367-ed1d4c49c296a359,facebook_post,"تطورات الحالة الصحية للشاب الخلوق ""قاسم حسن"" بعد خضوعه للعملية الجراحية.... هو بحاجة ماسة لصادق دعائكم وصلواتكم",0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-05 15:49:04,"تطورات الحالة الصحية للشاب الخلوق ""قاسم حسن"" بعد خضوعه للعملية الجراحية.... هو بحاجة ماسة لصادق دعايكم وصلواتكم"
2014,142606249665622-cb03f1f615c24655,facebook_post,وزير الصحة حمد حسن أعلن القرار غير المسبوق حول آلية تحديد سقوف أرباح المستلزمات الطبية المغروسة: حددنا هامشا للربح من دون خسارة الشركات ويضمن مصلحة المواطن,0.0,,0.0,,0.0,,0.0,,['lebanese healthcare system'],"[['الصحة حمد حسن', 'وزير الصحة']]",2021-07-12 13:50:15,وزير الصحة حمد حسن اعلن القرار غير المسبوق حول الية تحديد سقوف ارباح المستلزمات الطبية المغروسة: حددنا هامشا للربح من دون خسارة الشركات ويضمن مصلحة المواطن
1993,106447832755806-2bc5cd2cb20b403b,facebook_post,جيش الإحتلال الإسرائيلي يُطلق ١٠ قنابل مضيئة فوق مستعمرة المطلة مقابل الخيام,0.0,,0.0,,0.0,,0.0,,['zionists / israeli government'],[['جيش الاحتلال']],2021-07-07 19:47:48,جيش الاحتلال الاسراييلي يطلق ١٠ قنابل مضيية فوق مستعمرة المطلة مقابل الخيام
1572,100101538090752-b350b0e2c595822e,facebook_post,"وزير الصحة: ""العودة إلى معاناة شتاء 2021 إمكانية قائمة... كورونا لم ينته وعلى المجتمع الاتعاظ لتفادي العودة إلى الإجراءات القاسية"" ترأس وزير الصحة العامة في حكومة تصريف الاعمال الدكتور حمد حسن إجتماعا تقنيا في وزارة الصحة العامة ضم برنامج الترصد الوبائي في الوزارة وممثلين عن وزارة الداخلية ولجنة كورونا الوزارية والصليب الاحمر. وتم في خلاله الاتفاق على آلية تتبع المخالطين للحد من انتشار العدوى. ووضع الحاضرون خطة عمل سريعة التنفيذ تقضي بالتسريع بالابلاغ عن الاصابات مع الطلب من المختبرات المعنية تزويد الوزارة بالنتائج خلال 24 ساعة على غرار ما تقوم به الجامعة اللبنانية في فحوص المطار. وفي تصريح إثر الاجتماع لفت الوزير حسن إلى ""أن التفاعل البناء طيلة الفترة السابقة بين المعنيين أنتج وضع لبنان على اللائحة البيضاء، ولكن مع فتح البلد والتبريرات المختلفة للتجمعات، بدأت النسبة الايجابية للفحوص ترتفع إلى حوالى 2% تقريبا بعدما انخفضت إلى 0.7% وكذلك بالنسبة إلى التفشي الذي أصبح 1% بعدما كان 0.6%؛ وهذا يعني أن العودة إلى معاناة شتاء 2021 إمكانية قائمة. وشدد الوزير حسن على ""أن المطلوب من الجميع رفع مستوى اليقظة والتعاطي المسؤول مع كل حالة ايجابية لان فيروس كورونا يشكل خطرا على التفشي سواء كان متحور دلتا او غيرها من الانواع"". وأوضح أن ""الإجتماع يهدف لاعادة تفعيل كل غرف العمليات واللجان الطارئة في البلديات والمناطق على المستوى المركزي ووزارات الصحة والداخلية والسياحة والجمعيات الاهلية والتنسيق مع الصليب الاحمر كشريك أساسي إلى جانب المحافظين والقائممقامين ورؤساء البلديات وسائر القوى الشعبية العاملة التي هي صمام الامان الاول والاخير لان مشاركة المجتمع في صناعة القرار تضمن الوصول الى الهدف المنشود"". وتابع الوزير حسن:""أن التفشي السريع الذي حصل في الاسبوع الاخير يحتم المواكبة على الارض وإعادة تفعيل التعاون في ظل التحديات اللوجستية والميدانية، وإذا كان من غير الممكن تتبع كل المخالطين، فإننا ندعوهم لاجراء فحوصات خصوصا أن كثيرين يهملون ذلك وكأن كورونا انتهت"". وقال الوزير حسن:"" كورونا لم تنته والوباء منتشر في كل العالم، والسلوك المتبع يحدد إمكان حصول موجة ثالثة ام لا فتوقيت هذه الموجة يعتمد على على التعاطي المسؤول في المناسبات والنشاطات المجتمعية كافة"". ولفت وزير الصحة العامة إلى وجوب الموازنة بين مستلزمات الحياة والحفاظ على الصحة، فلا مفاضلة هنا بل علينا ان نكون مسؤولين عن تصرفاتنا والجميع معني بالمسؤولية التشاركية"". وتوجه الوزير حسن إلى الوافدين، داعيا إياهم إلى ""التنبه من إمكان أن يكونوا مصدر عدوى لعائلاتهم وبالتالي ضرورة اتخاذهم وعائلاتهم كل الاجراءات الاحترازية والوقائية. كما طلب من المختبرات الداخلية الاسراع بالفحوص كافة بما فيها نتائج المخالطين حتى تتم مشاركة المعلومات بين الصليب الاحمر اللبناني ووزارة الداخلية مع فريق الترصد الوبائي"". وختم الوزير الدكتور حسن آملا ""الاستفادة من تجربة المرحلة الماضية وأن تكون المعاناة السابقة درساً وعبرة للمجتمع. فلا نضطر للعودة إلى اتخاذ اجراءات قاسية"".",0.0,,0.0,,0.0,,0.0,,"['covid / vaccination', 'lebanese healthcare system']","[['كورونا', 'متحور دلتا'], ['وزير الصحة']]",2021-07-08 14:54:31,"وزير الصحة: ""العودة الى معاناة شتاء 2021 امكانية قايمة... كورونا لم ينته وعلى المجتمع الاتعاظ لتفادي العودة الى الاجراءات القاسية"" تراس وزير الصحة العامة في حكومة تصريف الاعمال الدكتور حمد حسن اجتماعا تقنيا في وزارة الصحة العامة ضم برنامج الترصد الوبايي في الوزارة وممثلين عن وزارة الداخلية ولجنة كورونا الوزارية والصليب الاحمر. وتم في خلاله الاتفاق على الية تتبع المخالطين للحد من انتشار العدوى. ووضع الحاضرون خطة عمل سريعة التنفيذ تقضي بالتسريع بالابلاغ عن الاصابات مع الطلب من المختبرات المعنية تزويد الوزارة بالنتايج خلال 24 ساعة على غرار ما تقوم به الجامعة اللبنانية في فحوص المطار. وفي تصريح اثر الاجتماع لفت الوزير حسن الى ""ان التفاعل البناء طيلة الفترة السابقة بين المعنيين انتج وضع لبنان على اللايحة البيضاء، ولكن مع فتح البلد والتبريرات المختلفة للتجمعات، بدات النسبة الايجابية للفحوص ترتفع الى حوالى 2% تقريبا بعدما انخفضت الى 0.7% وكذلك بالنسبة الى التفشي الذي اصبح 1% بعدما كان 0.6%؛ وهذا يعني ان العودة الى معاناة شتاء 2021 امكانية قايمة. وشدد الوزير حسن على ""ان المطلوب من الجميع رفع مستوى اليقظة والتعاطي المسوول مع كل حالة ايجابية لان فيروس كورونا يشكل خطرا على التفشي سواء كان متحور دلتا او غيرها من الانواع"". واوضح ان ""الاجتماع يهدف لاعادة تفعيل كل غرف العمليات واللجان الطارية في البلديات والمناطق على المستوى المركزي ووزارات الصحة والداخلية والسياحة والجمعيات الاهلية والتنسيق مع الصليب الاحمر كشريك اساسي الى جانب المحافظين والقايممقامين وروساء البلديات وساير القوى الشعبية العاملة التي هي صمام الامان الاول والاخير لان مشاركة المجتمع في صناعة القرار تضمن الوصول الى الهدف المنشود"". وتابع الوزير حسن:""ان التفشي السريع الذي حصل في الاسبوع الاخير يحتم المواكبة على الارض واعادة تفعيل التعاون في ظل التحديات اللوجستية والميدانية، واذا كان من غير الممكن تتبع كل المخالطين، فاننا ندعوهم لاجراء فحوصات خصوصا ان كثيرين يهملون ذلك وكان كورونا انتهت"". وقال الوزير حسن:"" كورونا لم تنته والوباء منتشر في كل العالم، والسلوك المتبع يحدد امكان حصول موجة ثالثة ام لا فتوقيت هذه الموجة يعتمد على على التعاطي المسوول في المناسبات والنشاطات المجتمعية كافة"". ولفت وزير الصحة العامة الى وجوب الموازنة بين مستلزمات الحياة والحفاظ على الصحة، فلا مفاضلة هنا بل علينا ان نكون مسوولين عن تصرفاتنا والجميع معني بالمسوولية التشاركية"". وتوجه الوزير حسن الى الوافدين، داعيا اياهم الى ""التنبه من امكان ان يكونوا مصدر عدوى لعايلاتهم وبالتالي ضرورة اتخاذهم وعايلاتهم كل الاجراءات الاحترازية والوقايية. كما طلب من المختبرات الداخلية الاسراع بالفحوص كافة بما فيها نتايج المخالطين حتى تتم مشاركة المعلومات بين الصليب الاحمر اللبناني ووزارة الداخلية مع فريق الترصد الوبايي"". وختم الوزير الدكتور حسن املا ""الاستفادة من تجربة المرحلة الماضية وان تكون المعاناة السابقة درسا وعبرة للمجتمع. فلا نضطر للعودة الى اتخاذ اجراءات قاسية""."
